practice_code	list_size	postcode	grid_ref	easting	northing	latitude	longitude
62897	1962	ML7 5DS	NS 87965 59745	287965	659745	55.81792	-3.7895866
62914	4324	ML2 7LP	NS 79593 55162	279593	655162	55.774749	-3.9210896
62933	9780	ML2 7LP	NS 79593 55162	279593	655162	55.774749	-3.9210896
62967	5709	ML2 7LP	NS 79593 55162	279593	655162	55.774749	-3.9210896
62986	9148	ML7 4DS	NS 86677 60357	286677	660357	55.823115	-3.8103862
62991	2800	ML7 4AR	NS 86927 60027	286927	660027	55.82021	-3.8062607
63033	7071	G72 0BS	NS 68884 57223	268884	657223	55.790469	-4.0926813
63052	5399	G72 0BS	NS 68884 57223	268884	657223	55.790469	-4.0926813
63118	10634	G71 8ET	NS 70252 58783	270252	658783	55.804845	-4.0716236
63231	9025	G74 1AD	NS 63547 54272	263547	654272	55.762495	-4.1762534
63245	7424	G74 1AD	NS 63547 54272	263547	654272	55.762495	-4.1762534
63250	7690	G74 1AD	NS 63547 54272	263547	654272	55.762495	-4.1762534
63264	7680	G74 1AD	NS 63547 54272	263547	654272	55.762495	-4.1762534
63283	4160	G74 1AD	NS 63547 54272	263547	654272	55.762495	-4.1762534
63298	5936	G74 1AD	NS 63547 54272	263547	654272	55.762495	-4.1762534
63301	11347	G75 0RT	NS 62938 53205	262938	653205	55.752743	-4.1854152
63334	5374	G72 0BS	NS 68884 57223	268884	657223	55.790469	-4.0926813
63419	8091	ML3 0NQ	NS 70378 56172	270378	656172	55.781435	-4.0683714
63423	6753	ML3 7JY	NS 72265 54728	272265	654728	55.768971	-4.0376281
63438	11739	ML3 9TZ	NS 70026 55051	270026	655051	55.771275	-4.0734451
63442	6969	ML3 7EN	NS 72656 55185	272656	655185	55.773178	-4.0316136
63457	7670	ML3 0DR	NS 71412 55845	271412	655845	55.778775	-4.051742
63461	6693	ML3 9AQ	NS 71049 55868	271049	655868	55.778885	-4.0575363
63476	5138	ML3 7QQ	NS 71858 53994	271858	653994	55.762272	-4.043766
63481	7643	ML3 8AA	NS 71584 53890	271584	653890	55.761266	-4.0480806
63508	5846	G74 3BE	NS 64994 55215	264994	655215	55.771368	-4.1536775
63512	1677	ML9 1EX	NS 76229 51031	276229	651031	55.736804	-3.9728088
63527	9759	ML9 1RJ	NS 75839 50865	275839	650865	55.735213	-3.9789405
63546	8379	ML1 5JU	NS 78271 59521	278271	659521	55.813561	-3.944101
63616	13259	ML9 2BJ	NS 76245 51360	276245	651360	55.739762	-3.9727032
63724	18462	ML10 6AS	NS 70320 44670	270320	644670	55.67814	-4.0638372
63739	7908	ML10 6AS	NS 70320 44670	270320	644670	55.67814	-4.0638372
63813	8731	G71 7NE	NS 69978 60287	269978	660287	55.818276	-4.0767112
63828	8225	G71 5SU	NS 71312 61463	271312	661463	55.829193	-4.0559933
63832	2943	G71 5RR	NS 71172 61453	271172	661453	55.829066	-4.0582219
63890	4421	ML2 9AX	NS 82274 56028	282274	656028	55.783186	-3.8787496
63902	2081	ML2 7LP	NS 79593 55162	279593	655162	55.774749	-3.9210896
63917	6074	ML11 8HJ	NS 97905 46179	297905	646179	55.698284	-3.6259462
63921	12296	ML11 7DH	NS 88656 43736	288656	643736	55.674307	-3.7720338
70075	9858	EH10 6QT	NT 24448 68823	324448	668823	55.906559	-3.2100519
70094	10123	EH3 6EH	NT 24635 74424	324635	674424	55.956901	-3.2086272
70107	6652	EH3 9QQ	NT 24745 72986	324745	672986	55.944001	-3.2064641
70126	4529	EH15 3LL	NT 30330 72489	330330	672489	55.94038	-3.1169355
70131	11877	EH13 0LB	NT 21785 69131	321785	669131	55.9089	-3.2527254
70164	6920	EH17 7AB	NT 29210 68825	329210	668825	55.907302	-3.1339002
70179	10361	EH6 8HQ	NT 27010 75868	327010	675868	55.97024	-3.1709899
70198	4233	EH16 4DT	NT 29123 71649	329123	671649	55.932658	-3.1360334
70215	11110	EH16 4DT	NT 29123 71649	329123	671649	55.932658	-3.1360334
70220	10868	EH12 7TB	NT 19484 72666	319484	672666	55.940273	-3.2905776
70234	8051	EH5 3EL	NT 25119 76565	325119	676565	55.976209	-3.2014734
70253	10968	EH11 3RA	NT 20671 71264	320671	671264	55.927878	-3.2711674
70268	9487	EH7 5EG	NT 26782 74493	326782	674493	55.957854	-3.1742678
70272	10409	EH5 3AH	NT 25121 76176	325121	676176	55.972715	-3.201333
70291	5825	EH16 5QU	NT 27628 70399	327628	670399	55.921206	-3.1596214
70319	11256	EH3 7EB	NT 24160 73597	324160	673597	55.949398	-3.216
70323	12150	EH10 4EY	NT 24690 72062	324690	672062	55.935693	-3.2070862
70361	10907	EH12 7UN	NT 19639 72718	319639	672718	55.940767	-3.2881124
70376	7929	EH16 6JT	NT 27402 69148	327402	669148	55.909934	-3.1629004
70381	8407	EH8 9DX	NT 26143 73116	326143	673116	55.945386	-3.1841221
70408	9350	EH3 6EH	NT 24635 74424	324635	674424	55.956901	-3.2086272
70412	7827	EH9 1AG	NT 25548 71981	325548	671981	55.935099	-3.1933329
70427	7572	EH15 3LL	NT 30330 72489	330330	672489	55.94038	-3.1169355
70451	5465	EH3 9HW	NT 25092 72824	325092	672824	55.9426	-3.2008647
70470	3885	EH16 5HQ	NT 27144 71922	327144	671922	55.934814	-3.1677758
70499	7840	EH7 4AT	NT 26187 74834	326187	674834	55.960826	-3.1838888
70501	7354	EH12 5QX	NT 22276 72978	322276	672978	55.943536	-3.2459819
70516	8654	EH16 6RN	NT 27771 68463	327771	668463	55.903836	-3.1568157
70521	7442	EH7 4AT	NT 26187 74834	326187	674834	55.960826	-3.1838888
70535	6667	EH4 3TH	NT 21652 74812	321652	674812	55.959909	-3.2565034
70569	6146	EH7 6UJ	NT 27891 75228	327891	675228	55.964624	-3.1567066
70573	10011	EH5 2LY	NT 22824 76495	322824	676495	55.975216	-3.2382189
70588	7810	EH17 7PR	NT 28110 69872	328110	669872	55.916544	-3.1517702
70592	24465	EH8 9AL	NT 25904 73206	325904	673206	55.946158	-3.1879727
70605	6125	EH15 1NY	NT 30148 73291	330148	673291	55.947558	-3.1200565
70610	9201	EH13 9AF	NT 22775 69346	322775	669346	55.910992	-3.2369547
70639	11209	EH16 5TY	NT 27221 70841	327221	670841	55.925115	-3.1662517
70658	7308	EH8 7RX	NT 28865 74091	328865	674091	55.954556	-3.1408069
70662	18316	EH4 4PL	NT 21981 75952	321981	675952	55.970203	-3.2515657
70709	5786	EH4 5BP	NT 20610 75250	320610	675250	55.963672	-3.2733181
70747	6356	EH6 4NY	NT 25992 76409	325992	676409	55.974943	-3.1874448
70766	1840	EH9 1JA	NT 25388 72450	325388	672450	55.939287	-3.1960233
70785	11513	EH7 6RU	NT 29354 74276	329354	674276	55.95629	-3.1330258
70790	8913	EH10 5ER	NT 24397 71449	324397	671449	55.93014	-3.2116032
70841	8050	EH8 9RU	NT 26309 73022	326309	673022	55.944567	-3.1814392
70893	5233	EH16 5TY	NT 27221 70841	327221	670841	55.925115	-3.1662517
70906	3825	EH11 4AU	NT 19724 70829	319724	670829	55.923813	-3.2861896
70911	10149	EH11 4AU	NT 19724 70829	319724	670829	55.923813	-3.2861896
70925	9351	EH14 4AS	NT 17537 69266	317537	669266	55.909403	-3.3206991
70930	14039	EH14 5QB	NT 17873 67725	317873	667725	55.895618	-3.3148574
70978	7441	EH14 3JF	NT 19940 69532	319940	669532	55.912198	-3.2823493
70982	5493	EH6 5JA	NT 26782 76023	326782	676023	55.971597	-3.1746842
70997	10672	EH14 1NQ	NT 22720 71925	322720	671925	55.934149	-3.2385731
71011	5400	EH3 9QQ	NT 24745 72986	324745	672986	55.944001	-3.2064641
71025	7641	EH12 5SS	NT 21632 72931	321632	672931	55.943009	-3.2562763
71082	10953	EH11 2JL	NT 23469 72345	323469	672345	55.938042	-3.2267065
71097	5532	EH13 9AF	NT 22775 69346	322775	669346	55.910992	-3.2369547
71114	11460	EH6 4EG	NT 26259 76825	326259	676825	55.978721	-3.1832817
71129	8629	EH4 6NS	NT 18999 76792	318999	676792	55.977253	-3.2995815
71222	8024	EH3 9QQ	NT 24745 72986	324745	672986	55.944001	-3.2064641
71326	10141	EH3 5EU	NT 25250 74945	325250	674945	55.961678	-3.1989245
71364	5908	EH6 6TL	NT 26650 76370	326650	676370	55.974694	-3.1768932
71379	8658	EH9 1JZ	NT 25491 72509	325491	672509	55.939833	-3.1943911
71398	6587	EH6 8BW	NT 27430 75742	327430	675742	55.969172	-3.1642284
71401	3583	EH4 7NX	NT 19684 74773	319684	674773	55.959233	-3.288005
71420	3025	EH28 8RH	NT 13396 70583	313396	670583	55.920504	-3.3873421
71434	9047	EH12 8XP	NT 18680 73915	318680	673915	55.951357	-3.3038224
71449	7358	EH10 4RP	NT 24583 70972	324583	670972	55.925885	-3.2084937
76000	6663	EH41 3NF	NT 51596 74038	351596	674038	55.956912	-2.7768059
76029	5824	EH31 2HP	NT 48578 82778	348578	682778	56.035116	-2.8268111
76033	19695	EH21 7BP	NT 34331 72194	334331	672194	55.938294	-3.0528234
76052	9786	EH32 0JU	NT 40150 75540	340150	675540	55.969113	-2.9604308
76071	5304	EH41 3NF	NT 51596 74038	351596	674038	55.956912	-2.7768059
76086	4982	EH42 1EE	NT 68111 78631	368111	678631	55.999561	-2.5128659
76103	5426	EH41 3NF	NT 51596 74038	351596	674038	55.956912	-2.7768059
76122	9368	EH32 9QS	NT 39173 74138	339173	674138	55.956396	-2.9757637
76137	9610	EH39 4PU	NT 55456 84967	355456	684967	56.055472	-2.7168067
76141	9497	EH21 7BP	NT 34331 72194	334331	672194	55.938294	-3.0528234
76161	4237	EH42 1EE	NT 68111 78631	368111	678631	55.999561	-2.5128659
76180	4905	EH42 1EE	NT 68111 78631	368111	678631	55.999561	-2.5128659
76194	2898	EH40 3DP	NT 59127 77024	359127	677024	55.98444	-2.656655
76211	4108	EH35 5AB	NT 40667 69018	340667	669018	55.910587	-2.9507126
76226	14058	EH33 2JX	NT 40663 72568	340663	672568	55.942478	-2.951558
77036	6048	EH26 8EZ	NT 23851 61042	323851	661042	55.83657	-3.2174094
77055	8914	EH19 2ET	NT 30792 65588	330792	665588	55.878454	-3.1077716
77074	4710	EH19 2ET	NT 30792 65588	330792	665588	55.878454	-3.1077716
77093	7223	EH25 9NT	NT 26501 63246	326501	663246	55.85678	-3.1757058
77106	18706	EH22 4AA	NT 34425 64308	334425	664308	55.867464	-3.0494039
77111	11524	EH26 8LF	NT 23593 60113	323593	660113	55.828184	-3.2212661
77125	6289	EH37 5PP	NT 39892 63675	339892	663675	55.862492	-2.9619199
77159	8274	EH23 4TP	NT 34406 61598	334406	661598	55.843117	-3.0490511
77197	10111	EH22 1AP	NT 33339 67308	333339	667308	55.894265	-3.0674934
77200	4387	EH22 1LX	NT 30915 69405	330915	669405	55.912761	-3.106782
77271	8702	EH19 2ET	NT 30792 65588	330792	665588	55.878454	-3.1077716
77286	6077	EH20 9LA	NT 27878 65669	327878	665669	55.878754	-3.1543592
78010	9629	EH54 8PY	NT 03332 68759	303332	668759	55.902203	-3.5476625
78024	13189	EH53 0EW	NT 08641 67912	308641	667912	55.895633	-3.4624971
78062	6698	EH52 5LH	NT 07388 72084	307388	672084	55.932866	-3.4839574
78077	9221	EH48 2SS	NS 97110 68384	297110	668384	55.897545	-3.6469882
78109	2975	EH47 9JD	NS 93347 60903	293347	660903	55.829539	-3.7041914
78113	6675	EH52 5LH	NT 07388 72084	307388	672084	55.932866	-3.4839574
78128	8328	EH48 2SS	NS 97110 68384	297110	668384	55.897545	-3.6469882
78132	8742	EH48 2SS	NS 97110 68384	297110	668384	55.897545	-3.6469882
78147	9649	EH55 8EJ	NT 01282 62964	301282	662964	55.849739	-3.5783223
78166	15521	EH49 7ER	NS 99775 77076	299775	677076	55.976172	-3.6076196
78171	12578	EH30 9HA	NT 12825 78317	312825	678317	55.989868	-3.3989796
78190	12638	EH47 0SD	NS 94399 65052	294399	665052	55.867033	-3.6890212
78241	13087	EH48 3QB	NS 93855 68690	293855	668690	55.899586	-3.6991369
78255	12264	EH54 6TP	NT 04861 67679	304861	667679	55.892808	-3.5228376
78260	9977	EH54 6QQ	NT 05732 66210	305732	666210	55.879785	-3.5084038
78306	7707	EH52 5LH	NT 07388 72084	307388	672084	55.932866	-3.4839574
78311	8688	EH54 5DY	NT 06647 68185	306647	668185	55.897703	-3.4944654
78330	7266	EH47 7LL	NS 98726 65794	298726	665794	55.874626	-3.6201873
78344	6291	EH54 9JZ	NT 05763 65132	305763	665132	55.870109	-3.5075332
78359	10068	EH29 9AS	NT 12354 74485	312354	674485	55.955363	-3.4052784
78397	12523	EH54 8PY	NT 03332 68759	303332	668759	55.902203	-3.5476625
78414	5279	EH47 9JD	NS 93347 60903	293347	660903	55.829539	-3.7041914
80005	8537	KA22 8BS	NS 22926 42066	222926	642066	55.639796	-4.8149702
80010	4149	KA22 7DX	NS 23527 43252	223527	643252	55.650658	-4.8061958
80058	7947	KA8 8DD	NS 34068 22906	234068	622906	55.471751	-4.6266542
80062	5212	KA7 2AQ	NS 33457 21548	233457	621548	55.459354	-4.6354953
80077	2252	KA7 1UQ	NS 33799 21485	233799	621485	55.458905	-4.6300551
80081	9338	KA7 1UL	NS 33673 21642	233673	621642	55.460271	-4.6321394
80096	8375	KA7 2DF	NS 33496 21435	233496	621435	55.458353	-4.6348115
80109	7690	KA7 1BJ	NS 33596 22062	233596	622062	55.464015	-4.6336072
80113	8161	KA7 1UL	NS 33673 21642	233673	621642	55.460271	-4.6321394
80132	1562	KA26 0NB	NX 08386 82651	208386	582651	55.101147	-5.0049243
80147	5929	KA15 2AE	NS 34784 54075	234784	654075	55.75176	-4.6340405
80166	3833	KA2 0LE	NS 39607 38313	239607	638313	55.6119	-4.5480586
80171	13690	KA18 1BF	NS 56745 20024	256745	620024	55.453045	-4.2667504
80185	1352	KA26 9SH	NS 26911 01395	226911	601395	55.276201	-4.7264194
80202	3517	KA6 7QL	NS 47903 05833	247903	605833	55.322974	-4.3987002
80217	6128	KA24 4AF	NS 28993 49287	228993	649287	55.706777	-4.7232013
80255	5440	KA2 9HF	NS 36590 34517	236590	634517	55.576823	-4.5936537
80260	6096	KA4 8HW	NS 50213 36639	250213	636639	55.600253	-4.3789295
80274	4278	KA26 9HQ	NX 19135 98598	219135	598598	55.248306	-4.8468717
80289	3725	KA26 9HQ	NX 19135 98598	219135	598598	55.248306	-4.8468717
80306	9112	KA11 1JU	NS 34185 39334	234185	639334	55.619246	-4.6346562
80330	6108	KA12 8TJ	NS 31695 40757	231695	640757	55.631163	-4.6750191
80344	12184	KA12 0AY	NS 32316 38832	232316	638832	55.6141	-4.6639938
80363	7601	KA25 6HS	NS 31515 53694	231515	653694	55.747214	-4.6858285
80378	17358	KA3 7AE	NS 43240 37903	243240	637903	55.609403	-4.4902073
80397	10941	KA1 2DJ	NS 42335 37824	242335	637824	55.608402	-4.504514
80400	11857	KA1 1RU	NS 42512 37524	242512	637524	55.605766	-4.5015356
80414	8727	KA1 2BD	NS 42429 37835	242429	637835	55.608531	-4.5030297
80467	3482	KA19 7BY	NS 30100 10019	230100	610019	55.354719	-4.6815009
80491	4038	KA19 7BY	NS 30100 10019	230100	610019	55.354719	-4.6815009
80518	3811	KA18 4BA	NS 62026 13246	262026	613246	55.393703	-4.1799576
80522	4087	KA6 7LX	NS 41582 10269	241582	610269	55.360801	-4.5007287
80537	10373	KA9 1AQ	NS 35059 26162	235059	626162	55.501312	-4.6129295
80541	6904	KA9 1AW	NS 35334 26263	235334	626263	55.502312	-4.6086407
80556	10448	KA21 5LX	NS 24853 41434	224853	641434	55.634822	-4.7839916
80561	4098	PA17 5AR	NS 19564 67649	219564	667649	55.868134	-4.8852235
80594	10750	KA3 5BP	NS 42081 45930	242081	645930	55.681083	-4.5132003
80607	10873	KA10 6BQ	NS 31824 31059	231824	631059	55.544163	-4.667059
80611	7302	KA10 6QR	NS 31939 31143	231939	631143	55.544957	-4.6652895
80679	1191	KA28 0DE	NS 16429 55022	216429	655022	55.753646	-4.9267303
80698	11431	KA12 9DY	NS 32361 40227	232361	640227	55.626636	-4.6641298
80701	4606	KA20 3AB	NS 26602 42010	226602	642010	55.640619	-4.756606
80720	8917	KA6 7AY	NS 44380 18343	244380	618343	55.434178	-4.4611359
80749	8755	KA5 6RU	NS 52847 25698	252847	625698	55.502829	-4.3313375
80753	12262	KA13 6BL	NS 30182 43235	230182	643235	55.652878	-4.7005537
80768	4399	KA13 6EH	NS 30109 43340	230109	643340	55.653794	-4.7017774
80772	2903	KA18 2AY	NS 55050 22028	255050	622028	55.470538	-4.2945735
80787	7300	KA17 0HD	NS 55824 37544	255824	637544	55.610072	-4.2904286
80842	6336	KA7 3PR	NS 35180 19675	235180	619675	55.443125	-4.6071673
80857	13356	KA30 8LH	NS 20416 59790	220416	659790	55.797928	-4.8664299
80908	10491	KA1 2DL	NS 42372 37762	242372	637762	55.607857	-4.5038918
80927	5048	KA27 8NS	NS 02267 30258	202267	630258	55.525894	-5.1342229
81012	12453	KA20 3AB	NS 26602 42010	226602	642010	55.640619	-4.756606
84006	811	PA38 4DE	NM 90619 45577	190619	745577	56.555349	-5.4084952
84030	6090	PA28 6AT	NR 71930 20136	171930	620136	55.421898	-5.6055454
84063	577	PA28 6QG	NR 79886 38063	179886	638063	55.586318	-5.4943172
84097	174	PA78 6SY	NM 22422 57105	122422	757105	56.623277	-6.5270694
84129	140	PA61 7YW	NR 39360 94373	139360	694373	56.070938	-6.1896164
84191	5210	PA37 1PH	NM 91305 34279	191305	734279	56.454332	-5.388296
84237	4222	PA23 7HW	NS 17284 77089	217284	677089	55.951981	-4.92799
84241	4086	PA23 8BG	NS 17372 76907	217372	676907	55.950382	-4.9264594
84256	2885	PA23 7HW	NS 17284 77089	217284	677089	55.951981	-4.92799
84275	1048	PA34 4TL	NM 77728 18129	177728	718129	56.303322	-5.5944669
84307	1184	PA32 8XN	NN 02354 00351	202354	700351	56.154751	-5.1838775
84331	1247	PA43 7JD	NR 31605 59678	131605	659678	55.755801	-6.2793955
84345	1309	PA42 7DR	NR 36570 45336	136570	645336	55.630008	-6.1867188
84350	770	PA48 7UD	NR 25531 58853	125531	658853	55.745005	-6.3750641
84383	265	PA60 7XG	NR 53017 69212	153017	669212	55.852658	-5.9477175
84415	6672	PA31 8JZ	NR 86859 88314	186859	688314	56.040125	-5.4232738
84449	520	PA24 8AQ	NN 19983 01382	219983	701382	56.170984	-4.9011615
84538	3486	PA75 6PN	NM 50109 54962	150109	754962	56.619657	-6.0749688
84581	11182	PA34 4HE	NM 86079 29517	186079	729517	56.409287	-5.4690341
84646	6324	PA20 9JL	NS 08715 63940	208715	663940	55.830673	-5.0557234
84684	961	PA27 8BX	NN 08772 02252	208772	702252	56.174423	-5.0820797
84716	1537	PA23 8SE	NS 16038 82487	216038	682487	55.999941	-4.9516059
84740	1759	PA29 6TY	NR 86225 68672	186225	668672	55.863679	-5.4178575
84773	1131	PA21 2BE	NR 97447 72186	197447	672186	55.900047	-5.2414812
84805	756	PA77 6UN	NM 02004 44151	102004	744151	56.494785	-6.8437743
84810	1168	PA29 6XD	NR 68011 40264	168011	640264	55.600544	-5.6841751
85009	1114	G83 7AE	NN 29583 03571	229583	703571	56.194159	-4.7481427
85032	2548	G82 1PW	NS 39362 75575	239362	675575	55.946283	-4.5739115
85047	5584	G82 1PW	NS 39362 75575	239362	675575	55.946283	-4.5739115
85066	8343	G82 1PW	NS 39362 75575	239362	675575	55.946283	-4.5739115
85071	3461	G82 1PW	NS 39362 75575	239362	675575	55.946283	-4.5739115
85090	4403	G82 1PW	NS 39362 75575	239362	675575	55.946283	-4.5739115
85117	1868	G84 0SL	NS 23752 91517	223752	691517	56.08387	-4.8340156
85141	9422	G84 7QL	NS 29857 82407	229857	682407	56.004325	-4.7302475
85155	9034	G84 7QL	NS 29857 82407	229857	682407	56.004325	-4.7302475
85193	2444	G84 0JL	NS 24292 80596	224292	680596	55.986067	-4.8181928
85225	4810	G83 0UA	NS 38443 80799	238443	680799	55.992863	-4.5917456
85230	7783	G83 0NB	NS 39212 80134	239212	680134	55.987153	-4.579033
85259	3621	G83 0UE	NS 38808 80622	238808	680622	55.991397	-4.5857943
85403	9308	G83 0UE	NS 38808 80622	238808	680622	55.991397	-4.5857943
86001	8120	PA19 1AQ	NS 24295 77814	224295	677814	55.961103	-4.8163289
86177	9285	PA16 8HW	NS 27258 76324	227258	676324	55.948806	-4.7679701
86181	6098	PA15 4DG	NS 27164 76053	227164	676053	55.94634	-4.7692998
86196	2896	PA13 4AP	NS 35889 69783	235889	669783	55.893124	-4.625941
86209	3546	PA13 4LE	NS 35762 69814	235762	669814	55.893359	-4.6279884
86228	2884	PA15 4NH	NS 27702 75774	227702	675774	55.944029	-4.7605175
86271	3904	PA14 5EW	NS 32310 74550	232310	674550	55.934674	-4.686063
86285	3842	PA14 5EW	NS 32310 74550	232310	674550	55.934674	-4.686063
86321	3961	PA14 5EW	NS 32310 74550	232310	674550	55.934674	-4.686063
86336	5099	PA14 5UD	NS 33661 73377	233661	673377	55.924616	-4.6637388
86341	5463	PA15 4DG	NS 27164 76053	227164	676053	55.94634	-4.7692998
86360	10198	PA15 4NH	NS 27702 75774	227702	675774	55.944029	-4.7605175
86374	14584	PA15 4NH	NS 27702 75774	227702	675774	55.944029	-4.7605175
87019	8988	G78 1SW	NS 50320 59102	250320	659102	55.801943	-4.3895126
87023	4101	G78 3HJ	NS 48060 57172	248060	657172	55.783912	-4.4244547
87108	3988	G78 1SW	NS 50320 59102	250320	659102	55.801943	-4.3895126
87112	10311	PA7 5AW	NS 43675 70735	243675	670735	55.904261	-4.502119
87146	10503	PA6 7AR	NS 41142 67177	241142	667177	55.871495	-4.5405033
87165	8319	G78 1SW	NS 50320 59102	250320	659102	55.801943	-4.3895126
87184	8889	PA8 7JQ	NS 47311 70096	247311	670096	55.899692	-4.4436575
87235	2029	PA8 7AF	NS 47023 70716	247023	670716	55.905166	-4.4486099
87292	7656	PA5 8EY	NS 42645 62945	242645	662945	55.834	-4.5140525
87305	4405	PA5 8PZ	NS 42581 62891	242581	662891	55.833495	-4.515042
87324	6581	PA5 8SU	NS 42429 63228	242429	663228	55.83647	-4.5176619
87339	5456	PA5 8SL	NS 42630 63342	242630	663342	55.837559	-4.5145219
87343	4050	PA5 8PZ	NS 42581 62891	242581	662891	55.833495	-4.515042
87409	5667	PA3 3DB	NS 44253 64458	244253	664458	55.848103	-4.4892732
87432	4684	PA12 4AH	NS 35171 58777	235171	658777	55.794095	-4.6307247
87466	7108	PA2 6LR	NS 48332 63176	248332	663176	55.837895	-4.4234705
87471	8893	PA1 1UB	NS 48447 63573	248447	663573	55.841495	-4.4218576
87485	3288	PA3 1NT	NS 46498 64498	246498	664498	55.849182	-4.4534744
87490	9576	PA1 2PS	NS 47349 63944	247349	663944	55.844479	-4.4395834
87502	7330	PA2 6LW	NS 48307 63133	248307	663133	55.837501	-4.4238452
87517	3347	PA2 8DX	NS 47741 61595	247741	661595	55.823517	-4.4320119
87521	4345	PA3 4AD	NS 48580 64368	248580	664368	55.848674	-4.4201794
87541	7549	PA3 4AD	NS 48580 64368	248580	664368	55.848674	-4.4201794
87555	9109	PA1 3QS	NS 48908 64205	248908	664205	55.847313	-4.4148547
87560	5639	PA3 2DY	NS 48217 64559	248217	664559	55.850274	-4.4260786
87606	6162	PA3 4AD	NS 48580 64368	248580	664368	55.848674	-4.4201794
87625	11096	PA1 1SU	NS 48669 63470	248669	663470	55.84064	-4.4182584
87697	7736	PA4 8RU	NS 50939 67850	250939	667850	55.880667	-4.3844517
87700	9545	PA4 8RU	NS 50939 67850	250939	667850	55.880667	-4.3844517
87714	6803	PA4 8RU	NS 50939 67850	250939	667850	55.880667	-4.3844517
87729	4860	PA5 8PZ	NS 42581 62891	242581	662891	55.833495	-4.515042
87733	4156	PA8 6BS	NS 46004 71110	246004	671110	55.908378	-4.4651175
90031	8068	HS1 2PS	NB 43229 33179	143229	933179	58.212331	-6.3733613
90098	1271	HS3 3BG	NB 14916 00416	114916	900416	57.901725	-6.8138344
90101	565	HS5 3UA	NG 01850 86387	101850	886387	57.767668	-7.015919
90115	1403	HS6 5AE	NF 91788 68955	91788	868955	57.604931	-7.1620849
90120	2322	HS7 5QA	NF 78649 51852	78649	851852	57.442823	-7.3584464
90134	1011	HS8 5SS	NF 75346 21167	75346	821167	57.16606	-7.3729458
90149	1279	HS9 5XD	NL 66428 98300	66428	798300	56.955202	-7.4893732
90172	5877	HS1 2XB	NB 42429 32836	142429	932836	58.208793	-6.3865564
90204	5263	HS2 9JP	NB 35194 26953	135194	926953	58.151834	-6.5026151
